Sentence,Emotion
 어텋게ㅇㅖ수믿는자들이 공반주의자들의 편을 들수 있나요,놀람
 이런 아무말 대잔치로 편지 적었는데 오버인가요ㅜㅜㅜ!,슬픔
애초부터... 환자를 데리고 그렇게 출발하는 게 아니었어…,분노
오빠한테 전화 왔었어. 니 짐 내 집에 갖다놨대. ,중립
관련자들 종신형에 쳐하고 주동자는 능지처참하라!!!!!!!,분노
놀자판이구만 헐 대박,놀람
이거 진짜 괜찮음 시간적 여유만 있다면,중립
그래요? 난 좀 어색한데.,놀람
만약 총이었으면......,공포
그래도 돼?,중립
가상과 현실세계 혼란,공포
이런 걸 두고 옛 조상들께서는 자업자득 이라고 하셨죠,혐오
 이거 할까봐 걱정됨....)0,공포
다른 회사도 이런가요?,공포
 그리고 이번대회 갈께요..ㅋㅋ,행복
혹시나 돌아올지 몰라서요.... ,슬픔
지금 박유천이 문제가아니라 박**와 아이들이 문제인데 실검1위가...,놀람
스토옵-!!,놀람
웃김 사교육이 강제인가?,분노
북핵에 지진에 태풍에 나라가 어수선,놀람
 그래서 8년우정이깨지고있는데 불안해요,공포
이런 훈훈한 기사...,행복
네..? 약혼녀분 아니세요..?,놀람
뻔하지 뭐.. 저기 있네.,중립
짜증나게 왜 자꾸 딴 사람 타령이야! 나한테는 그사람뿐이라니까 그러네.,분노
부사장님 만나러 왔는데요. 계세요?,중립
잼나네 ㅋㅋ,행복
제목 그대로 토스공부 다들 어떻게 하시나요??,공포
광주엔 계속 비가온다던데..,행복
 1등만 기억하는 조효석 기자님.,혐오
우리가 질것 같다ㅠ,슬픔
저 그냥은 못 넘어가겠어요.,분노
나중에 전력 부족하다고 차 운행금지?,놀람
헬조선 클라스지. 정부 정유사 주유소 합작,혐오
"같은 팀원 한명에게 그런 상처를 주고, 그런자신들때매 욕하는 팬들댓글을 자신들이 상처받는다고 고소할 자격이있나요?..전 모르겠네요.",혐오
그렇다고 굶어서빼면 분명 이주지나면 요요올것이구..,공포
네...죄송해요...아무도 안 일어나셔서요.,중립
블랙핑크는 소속사말고 뭐 볼게 있고 뭐 한게 있다고,혐오
윤시윤 보면 볼수록 좋다.,행복
이래저래 못맞추면 삭감해야지 그동안 못맞추면서 많이 가져갔고만,분노
"저렇게 사회생활해도 요즘은 먹히는 거냐, 아니면 우리가 무식해서 하라고 하면 다하고 산거냐?",중립
니가 왜,놀람
언제에서 어떤 자리에 있던지 영원히 엘쥐만을 사랑하며지켜볼테니..,행복
당신들 지금 나 보고 웃는거야? 내가 웃겨? 웃겨?,분노
왜요? 어머 왜 이래요?,놀람
다른 여자?,놀람
안 쓰고 뭐해?,중립
타실래요?,중립
어머 진짜 이쁘다. 엄마 감각은 정말 알아줘야 한다니까,행복
애들? .....또 애들 타령이냐? ,분노
? 아이가 무사했으면 하는 마음이 간절한데 제가 어찌해야할까요?,공포
네돈 2억이다. 이자는 빼!!,분노
 벗었는데 계속 결국에는 나중에 다 져서 제가 져서 팬티를 벋으라는 소리까지 들리게 되서;;;,공포
 책상에 30분이상을 앉아있지를 못해요.,슬픔
미국판 두테르테인 트럼프가 당선 되는건가,공포
목줄 껴서 끌고 와라!!!,분노
이대로면 살기위해 이민가거나 폐병걸려죽거나다들뜨면....어쩔겁니까...,분노
서병수 부산시장이 부산을 망쳤다 친박 찌끄레기. 영화제 탄압 엘시티 성완종 연루,분노
예?,놀람
홈페이지 이름이 뭐냐 kbc답네,놀람
현직 장관구속 참나,분노
아니 비키세요 좀!,분노
 이게 갑자기 급성장해도 문제가 생기는거아닌가요,공포
그렇게까지 말한다면……. 하지만 아르바이트비가 나오면 갚을게. 잊어버리지 마.,중립
아니! 지금 뭐하는 겁니까?,놀람
날씨가 쌀쌀해지니까 점심시간도 점점 바빠요.,중립
정말 나라꼬라지 개판이네,혐오
김태리 언니 너무 이뻐용!,행복
 너무 피곤해요ㅠㅠ,슬픔
요리에 대한 두려움을 없애 주시는 분 감사드립니다~~,행복
그런 거 아냐. 소화 안된다고 요 동네 한바퀴 돌고 온댔어. 그리고 나랑 엄마랑 오랜만에 얘기 좀 나누라고 비켜준거구.,중립
목소리 넘~~좋으시네요!!!,행복
너 전에 술 왕창 마시고 민폐 끼쳤던 거기 말이야?,놀람
이러는겨 깜짝놀래서 봤더니ㅋㅋㅋㅋㅋ,놀람
백종원님의 푸근한 성품 그리고 놀라운 음식 솜씨에 반하기도 했습니다.,행복
진짜 미안해.,슬픔
우리나라 인간이 너무 많다,분노
울아긴 늦게 일어나고 아직도 자고 있네요,행복
님들 고염식 저단백했어요,혐오
"와, 어쩜 이렇게들 잘 자라요? 저는 아무리 정성을 들여도 이상하게 분갈이만 하고 나면 말라 죽더라고요.",중립
그러게... 나도 그게 궁금하다니까!,분노
아뇨..그냥..좀...,중립
이번 시즌 첫 우승을 축하 합니다~!!!!,행복
그런 얘기할 시간 없어. 지금 바뻐. 끊어.,중립
친구들끼리 우정으로 주고받는 수백억은 괜찮은더러운 세상,분노
 개소리 하고 있네.,슬픔
 정말 행복한~,행복
여기선 여권이 필요 없습니다. 물건 사시려면 그냥 사시면 되는데요.,중립
그래.,중립
돼지새끼 빨리 죽어라 지옥가게,혐오
 안타깝네요.,슬픔
테이프... 반납 좀 해주시라구요... 서로 돕구 살면 좋잖습니까. ,슬픔
"너 아니? 남자 둘이 마주 앉아서, 말없이 그냥 손잡고 펑펑 울고 싶은 마음이 어떤 건지.....참 ..참담하드라...",중립
극과 극의 대치구만.,혐오
넌 몇시에 들어왔어?,분노
뉴트리아는가고 불가사리각이냐?,놀람
둘이손가락 흉내도 냄서따라하다쥐남 ㅋㅋㄱㅋㅋㅋ,행복
ㅋㅋㅋㅋㅋ 안녕 하세요 ㅋㅋ,행복
추워서 버틸수가 없어0,슬픔
끝사랑존좋,행복
큰 길이요?,놀람
그전에는 하루에 세번씩이나 전화오고아무리 바빠도 몰래라도 전화하던 남자친구인데요,혐오
유통업자들과 다른 사람들의 욕심에 농가들만 죽어나네ㅋㅋㅋ,혐오
"아, 진짜! 진짜 독하네 이 아줌마? ",중립
일본 인구가 다 저기에 상륙하면 인정해주마.,혐오
다 모이라는데 왜 안내려와?,중립
항상 좋은모습 보여주셔서 감사하구여.,행복
우동국물. 당분간 나한테 우동 먹자는 소리는 하지 말게나.,슬픔
에? 머리가 불편해서 왕 짜증~이란 얘기 아니었어?,놀람
새로운 역사의 시작을 준비해주세요!!,행복
화제를 바꿔버리네? 그럼 울어줄 거지? 이제부터 나는 밧줄을 사러 갈거야.,놀람
"외로움을 달래줄 애견이 필요했는데, 정작 잔인하게 사육된 강아지... ㅎㄷㄷ",슬픔
부탁 안 했어. 말도 못 꺼내봤어.,슬픔
그럼 나중에 포상받고 부칸으로 넘어간 얘는 뭐임???,놀람
섭섭하긴. 지긋지긋하지.,혐오
"오빠, 언제 와? 어른들이 상주가 자리 비웠다고 뭐라 그러잖아.",분노
"에이, 한동안 그 애기 듣느라, 재밋었는데, 심심하게 됐네.",중립
이러니 달이 수상하지...,공포
 일해라 검찰,분노
약간?? 자기... 동거했어???,놀람
삼주가 너무 긴시간이고 꿈이엿으면 깨고싶고힘들어요,슬픔
뭐? 너 이름이 뭐야?,분노
이거 놔!,중립
잘 찾아봐. 그게 우리 물건이라는 증거도 없고. 그때쯤이면 어차피 우리는 한국에 없을 거니까.,중립
네?,놀람
 시간이 정말 빠르네요!!,놀람
또 생겨날 ai에 대책좀 미리세워 주세요!,분노
어이! 말이라두 그렇게 하는게 아니지!,놀람
뭐가~?,중립
핫팩이요. 거기 춥죠? 써보니까 추울 때 이거 있으면 좋던데. 가져가요. ,중립
아버님이고..뭐고..나가. 나가...,분노
어떻게 아시구요?,놀람
그럼 뭐냐고? 이게 혼자 연애질만 해봐~,중립
낡은 전기시설좀 제대로 신식으로 고쳐라,분노
다이빙하는 사람들보면 불안불안,공포
오승환을 부르면 문제가 더 커지는데;,공포
이정힄ㅋㅋㅋㅋㅋ제티비씨가 본색을 드러내는군,분노
아，미안…….,놀람
"언제까지든! 기다릴거야. 꼭, 돌아올거니까. ",중립
아잠만여러분이거 스포츠서울이잖아요이거 ㅂㅎㅅ 있는덴데,혐오
옥탑집 계단에 레드카펫이 멋있어보이긴 처음이다 기발하다,행복
웃긴새끼네 아니 하 할말을잃었다,혐오
진짜 그 주둥이 쓸수록 강해지네,혐오
다 얘기 됐대메. ,중립
"하지만 입는 옷 대부분 협찬이예요, 악세사리나 가방같은것두 대부분 연예인 디씨 받는걸로 알고 있는데...?",놀람
왜? 지금 왜 라고 그랬어? 모르는 거야?,슬픔
 쓰레기 개ㅇ자ㅇ식들,분노
"정몽주니어는 백번 옳은 소리를 했을뿐이고, 찔리는 국민들이 성냈을뿐이다.",중립
ㅠㅠ해보신 분들 어떤지 여쭙고 싶습니다,슬픔
백수생활을 언제까지해야 할지 막막합니다.ㅠ,슬픔
네~? 아니 용서 한다는데 굳이 그런 말을 왜 해요~?,놀람
하다하다 고등어가 날 죽이네..참,놀람
내가 살아있었으면 좋겠어?,놀람
 죄송합니다.,슬픔
아니 지가 책임질 짓을 했으면 당당하게 책임을 져야할거 아냐! 왜 이제와서 결혼 문제로 니 속을 썩여? 어? ,분노
박사모?? ㅆ ㅂ 뇌가 있는거냐??? 왜사냐 이사람들????,분노
대출해서 연금내는 잣같은 나라,분노
운동에 필요한 보충제들과 식품들3개월치 견적내보니까 80만원 나오네요ㅋㅋ,놀람
"아, 내 비서가 갖고 있을텐데, 그 뒤로 안 왔었죠?",중립
나쁜 사람들! 천벌.,분노
뭐야? 환자 놔두고 어딜 가? 저게 진짜...,분노
지네들이 뭐라고 저딴사진을 찍냐?,분노
손님이 너무 예쁘면 새 신부 되실 분이 들러리가 될 텐데요?,놀람
어... 아직 안 갔니?,놀람
하....오랜만에 들어왔는데 힘드네요...,슬픔
정신병자들이 앞장서는 나라,공포
무슨 소리야? 왜?,중립
주변에는 쉽게 말하는데 지금 공부2주째인데 불확실성이 커지네요 ㅜㅜ,슬픔
어. 얼굴 왜 이래?,놀람
저게 내이버에 나올일인가?,분노
이시대의 학생들이 취업의 문에 지배당힐줄만알았는데 그속에 주체성이 살아있는것같다,행복
친박은 아직 무엇이 잘못된건지..,놀람
전세계기준인거겠지?,공포
모두 모두 반갑습니다.,행복
다들 어렵다고는 하던데 얼마나어려운지 감이 안와서요..,공포
알백여서 다음날 출근가능?,놀람
듀얼코어 ㄷㄷㄷㄷㄷㄷ,놀람
언니 여기서 뭐해요?,놀람
너 지난번에 꿔간 게 얼만데? 그리고 너 이제 동창회비까지 들고 날라버리냐?,분노
....언제그랬습니까??,놀람
기상캐스터들보면 진짜 생각이 없어보입니다.,혐오
내일 어버이연합 틀딱 쓰래기 늙은이들 죠패러갑니다,분노
결국 난 재입대하지 않고 복학할 것 같다..,슬픔
뭐.. 뭐라구요?,놀람
근데 이럼 현기차 라이벌만 없어지는거 아닐지 ...,공포
흔들리는건 무섭더라...,공포
쓰레기같은새끼야 보면 연락좀 하지마,분노
불경기에 경기좋은 정부~~!!,혐오
늘씬해서 뒷태만 보고 남자들이쫓아올 정도로 몸매를 관리하랰.,슬픔
세계선수권대회까지 끝나면 어떤 걸 가장 하고 싶으세요? ,중립
호구든 거품이든 뒷돈이든 난모르겠고 영입 참 잘했다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,행복
 아니. 왜 하루종일 밥타령이야? 요즘 굶고 다녀?,분노
싁발라마 너도 닭그네년이랑 같이 하야해,혐오
아 그래 맞아! 너네 회사 사람도 왔던데 그 분 불러서 도와달라고 하면 되겠네.,중립
내가 진짜 어이가 없어서. 참 잘했어요 도장 하나 받은 거 갖고 우리 엄마 앞에서 그 잘난 척을 하고 요란을 떨어?,분노
잠을못자겠네요...,공포
수첩이 없어서 질문 안 받음...,혐오
어쩐지 저녁 내내 먹는게 불편해보이더라니. 갑자기 웬 위경련이야.,중립
하.. 얘 뻔뻔한 것 좀 봐. 내껄 니가 왜 훔쳐 먹어!,분노
어…,놀람
너 지금 빨래하려고? 세탁기 고장 났는데.,중립
그런 걸 이야기하는 게 아니잖아요. 입사면접도 그렇게까진 안해요.,놀람
고민이 없어서고민 ㅜ0,슬픔
 매일 얼굴을 보고 그러는데..업무적으로나 그냥 고개만 들어도 보이는 자리.,슬픔
"작은 취미는 얼어 죽을. 됐고, 볼이나 쳐요.",중립
 시간아 어서가,슬픔
전문가형도 이제 슬슬 밀리는구나!,놀람
근데 우리나라 평균연봉이 3천이넘네요;,놀람
문닫지마.,중립
회사 돈이라고 생각하는데요.,중립
그래? 무슨 모임인데?,중립
최후의 마지노선 같은데;;..,공포
그러니까헬조선임..,분노
얼마나 뒤통수치는거야? ㅋ,놀람
싫어. 여자애들이 부르는 노래따위 뻔하잖아. 내가 왜 그걸 듣고 있어야 하는데.,혐오
일이 너무 많아서 밥 때를 놓쳤어.,중립
고상한척하는 인간 쓰레기들은 모조리 이번에 뿌리뽑자.,공포
 진정 사랑했다면 절대 못잊어..,슬픔
우리가 검은머리 외국인들이나 불체자들까지 걱정해줘야되나,혐오
이게 무슨 소리에요? 저녁을 왜 라면으로 드시고 계신 거예요? 너 오늘 저녁을 안 한 거니?,놀람
그러고 보니. 지난번 싸우고 나서 처음 얘기하는 거네요.,중립
하니는 좀 빠지시지...,혐오
규현은 군대안가???,놀람
서울두 비는오는데...더워요ㅠㅠ,혐오
춘천?,놀람
"콜록콜록…. 뭐? 아, 나 그날 교통사고 났었는데",중립
에..뭐..,중립
내가 언제?,놀람
쓰레기는 보석이될수없구나,혐오
왜 저한테만 자꾸 양보하라 그래요? 교감선생님도 식구들 말도 들어야지. 이집이 교감선생님 집이에요? 우리 가족들 사는 우리 집이지. ,중립
진짜 주차하는거 보면 환장한다.,혐오
그게 독특하다고 하고 말 일이냐?! 내가 아직까지도 심장이 벌렁거려! 어디 남의 딸을 데려다가 그런 괴상망칙한 꼬라지를 시키고!!,분노
그럴리가요. 말씀드렸잖아요. 당신이랑 먹는 거면 돌멩이도 맛있다고.,행복
개통령은 창피하고 부끄러워서 죽고싶지 않나?,혐오
"그래두 이렇게 그만두는건 아니지. 우린 팀이잖아, 혼자 빠져버리겠다 그럼 어떡해! ",분노
지새끼들 아니라고 아나무인 담배피는곳은 있고 수유실이 없다니 ..,놀람
맘이 답답해요,슬픔
싸게팔면 저딴짓 하겠나 세금을 너무걷으니 문제지,분노
재벌들이 살기 좋은 나라 1위,혐오
난 그런 썩은 드라마 본 적도 없다.. 언론에서 떠들고 띄워주는 건 많이 봤어도.. ㅉㅉㅉ,분노
멋지네.. 진짜 감동,행복
꽃뱀에게도 전자발찌를 2,혐오
이제 장기간 오래할수있는 엠씨를 찾아보길..이게 뭐냐 잠깐하다말고,혐오
